id,cefr_level,word,plwords
2803,A2,free,darmową;darmowy;wolni;darmowe;wolną
2804,A2,collective,kolektywu;zbiorowej;zbiorową;zbiorowe;zbiorowego
2805,B1,tendency,tendencję;skłonność;tendencje;tendencja;skłonności
2806,A2,errors,Błędy;błędami;popełniono;błędne;pomyłek
2807,B1,whenever,zechcę;zechcesz;ochotę;każdej;kiedykolwiek
2808,B2,spread,rozprzestrzenił;rozprzestrzenić;rozprzestrzeni;szerzyć;rozprzestrzeniła
2809,B2,founded,założył;założona;założone;założyli;założono
2810,A1,song,piosenka;Piosenka;piosence;piosenką;song
2811,A1,gift,dar;Prezent;darem;podarunek;daru
2812,A2,doctrine,doktryna;doktryną;Ferrisa;Monroe;Busha
2813,B1,constitute,stanowią;stanowić;naruszenie;stanowi;±
2814,B1,monitoring,Monitoruję;Monitorowaliśmy;monitorowania;monitorujące;obserwował
2815,B2,acute,ostrą;ostre;ostrej;ostrego;ostra
2816,A1,asking,Prosisz;Pytasz;prosisz;Pytam;prosi
2817,A2,argued,Kłóciliśmy;Pokłóciliśmy;kłóciliśmy;kłócili;kłóciliście
2818,A2,z,
2819,A2,wealth,bogactwo;bogactwa;bogactwem;Bogactwo;bogactw
2820,B1,investigations,śledztw;dochodzeń;dochodzeniach;dochodzenia;toku
2821,A1,bright,bright;jasnym;jasny;bystra;jasną
2822,A1,factory,fabryce;fabryki;fabryka;fabrykę;Fabryka
2823,B1,t,Nawet;Nic;możemy;chce;Dlaczego
2824,A1,neck,szyję;szyja;kark;szyi;szyją
2825,A2,released,wypuszczony;wypuszczono;wypuszczona;uwolniona;Wypuścili
2826,B2,desirable,pożądane;pożądana;pożądany;pociągająca;pożądanym
2827,B1,atmosphere,atmosferę;atmosfery;atmosferze;atmosfera;Atmosfera
2828,A1,writers,pisarzy;pisarze;pisarzami;autorów;Pisarze
2829,A1,driving,prowadzisz;prowadzę;jazdę;jazda;doprowadza
2830,A2,matrix,
2831,A1,defendants,oskarżonych;oskarżeni;Oskarżeni;pozwanych;oskarżonymi
2832,A2,compliance,zgodności;uległości;zgodność;wytycznymi;przestrzeganie
2833,A1,mountains,górach;gór;górami;Góry;szczyty
2834,A2,arthur,Arthur;Arthura;Arthurze;Artura;Arturze
2835,B1,fax,faks;faksem;przesłać;dostałem;wysłał
2836,A2,substantially,znacząco;zasadniczo;znaczne;protokół;gatunku
2837,A2,statistical,statystyczne;statystyczna;statystycznie;statystyka;anomalia
2838,B1,distinction,wyróżnienie;wyróżnieniem;Różnica;Cole;porcie
2839,A2,min,min;Rolnictwa;rolnictwa;Ministerstwa;Min
2840,B1,climate,klimat;klimatu;klimacie;Klimat;klimatem
2841,A1,bell,Dzwon;bell;dzwoneczek;dzwonu;dzwonnicy
2842,B1,intention,zamiarem;zamiaru;intencją;intencji;intencje
2843,B2,distinguished,dystyngowany;wybitny;dystyngowanie;wybitnego;wybitnym
2844,A1,languages,języków;językach;języki;językami;pięcioma
2845,B1,league,ligi;lidze;liga;ligę;Liga
2846,A2,lose,przegram;przegrasz;stracenia;przegramy;przegrać
2847,A2,iowa,
2848,B2,exhibit,wystawę;wystawa;wystawy;wystawie;Wystawa
2849,B2,functional,funkcjonują;rezonans;sprawna;praktyczne;funkcjonuje
2850,A1,spot,słabość;punkt;słaby;sytuacji;samym
2851,A2,davis,
2852,B1,assist,asystować;asystował;asysty;pomagać;pomógł
2853,B2,conventional,konwencjonalne;konwencjonalny;konwencjonalną;konwencjonalnych;konwencjonalna
2854,A1,readers,czytelników;czytelnicy;Czytelnicy;czytelnikami;oczekują
2855,A2,gradually,stopniowo;Stopniowo;dawkę;kroku;Powoli
2856,B1,participants,uczestników;uczestnikami;uczestnikom;Uczestnicy;rejestrowane
2857,A1,pollution,zanieczyszczenia;zanieczyszczenie;skażenia;skażenie;przemysłowe
2858,B2,effectively,skutecznie;efektywnie;praktycznie;faktycznie;powodu
2859,A2,truly,prawdziwie;szczerze;prawdę;wierzę;przepraszam
2860,B2,mills,Mills;młyny;Millsa;fabryk;młynów
2861,A2,host,gospodarzem;gospodarza;gospodarz;nosiciela;nosiciel
2862,B1,border,granicy;Granica;graniczne;Meksykiem;granica
2863,B1,remarks,uwag;uwagami;uwagach;Uwagi;komentarze
2864,A2,representing,reprezentuje;Reprezentuję;reprezentujący;reprezentuję;reprezentujesz
2865,A2,advantages,zalety;zalet;plusy;zaletach;przywilejów
2866,A2,guard,gardę;strzec;strażą;czujność;Straż
2867,B1,struggle,szamotaniny;walką;Walka;przetrwanie;walczą
2868,A2,taylor,Taylor;Taylora;Taylorem;Naczelniku;Taylorowi
2869,B1,secured,zabezpieczony;zabezpieczone;zabezpieczona;Zabezpieczyliśmy;zabezpieczył
2870,A1,newspaper,gazetę;gazeta;gazetą;Gazeta;gazetki
2871,B1,quantities,ilościach;znaczne;ogromnych;większych;Duże
2872,B2,criticism,krytyki;krytykę;krytyka;konstruktywną;konstruktywnej
2873,A2,adults,dorośli;dorosłych;dorosłymi;Dorośli;dorosłe
2874,A2,rent,czynsz;czynszu;czynszem;wypożyczyć;Czynsz
2875,B2,variations,wariacji;odmian;wariacjami;kombinacje;kombinacji
2876,B2,translation,tłumaczenie;tłumaczenia;tłumaczeniu;tłumaczeniem;przekład
2877,A2,preferred,wolał;wolałem;Wolałem;wolała;wolałam
2878,A2,films,Filmy;filmami;filmach;filmów;filmy
2879,B1,democracy,demokracji;demokracja;demokrację;demokracją;Demokracja
2880,A1,grew,Dorastałem;Dorastałam;Dorastaliśmy;Dorastał;dorastał
2881,A1,trip,wycieczka;Wycieczka;wyprawa;wycieczce;Miłej
2882,B2,prevention,zapobieganie;zapobieganiu;zapobiegać;chorobom;skalę
2883,A2,rome,
2884,A2,depending,zależności;zależnie;polegają;liczą;Liczę
2885,B2,dynamic,dynamiczny;dynamikę;dynamiczne;dynamiki;dynamicznym
2886,B1,muscle,mięśni;mięsień;mięśnie;mięśnia;mięśniami
2887,B2,residence,rezydencji;Rezydencja;rezydencja;zamieszkania;rezydencję
2888,B2,ph,
2889,B2,superintendent,komisarz;Kurator;nadzorcą;kuratorem;nadzorcy
2890,A1,sunday,niedzielę;niedziela;niedziele;niedzieli;niedzielne
2891,A2,directions,kierunkach;wskazówki;kierunki;kierunków;wskazówkami
2892,A2,filing,Składam;złożenie;składam;szafki;szafce
2893,A1,ages,wieków;średniowieczu;Wieki;różnym;wieki
2894,B1,competitive,rywalizacji;konkurencja;rywalizację;współzawodnictwa;współzawodnictwo
2895,A1,closer,bliżej;Bliżej;Zbliż;podchodź;zbliżaj
2896,B1,proposals,propozycje;propozycji;oświadczyny;oświadczyn;propozycjami
2897,B2,lease,najmu;dzierżawę;dzierżawy;wynajmu;najem
2898,B2,sensitive,wrażliwy;wrażliwa;wrażliwe;wrażliwym;wrażliwi
2899,A2,managers,menedżerów;kierowników;menadżerowie;zarządców;dyrektorzy
2900,B1,place,miejscem;mieszkanie;miejsca;dom;miejscu
2901,A1,study,studiować;pouczyć;badać;uczysz;gabinecie
2902,B1,promote,promować;awansować;wypromować;awansuje;promocji
2903,A2,supporting,wspieranie;wspierasz;drugoplanowa;wspierając;Wspieram
2904,B1,presentation,prezentację;prezentacji;prezentacja;prezentacją;Prezentacja
2905,B2,obligation,zobowiązania;zobowiązanie;obowiązku;zobowiązań;zobowiązany
2906,A2,consequence,konsekwencje;konsekwencji;konsekwencją;konsekwencja;konsekwencjach
2907,A2,serving,służąc;odsiaduje;służba;podają;podawać
2908,A1,dinner,kolacją;obiadem;kolacja;kolacje;obiadu
2909,A2,elizabeth,
2910,A2,banking,bankowości;bankowość;bankowy;bankowej;bankowym
2911,A1,sweet,sweet;słodkie;słodkiej;słodkiego;słodka
2912,B1,increasingly,Coraz;stawał;trudniej;częściej;niezwykle
2913,A1,holds,Trzyma;utrzyma;wytrzyma;utrzymuje;przyniesie
2914,B1,canal,kanału;kanale;kanał;kanałem;Kanał
2915,B1,discovery,odkrycie;odkrycia;odkryciem;odkryciu;Odkrycie
2916,B2,conversion,konwersji;nawrócenie;nawrócenia;konwersja;przemiana
2917,A2,wine,wino;Wino;winem;Wina;win
2918,A2,thou,proch;Romeo;ulęknę;Błogosławionaś;żywota
2919,B1,link,ogniwo;ogniwem;linka;łącze;najsłabsze
2920,B1,satisfied,zadowolony;usatysfakcjonowany;usatysfakcjonowana;Zadowolony;zadowala
2921,A2,replaced,zastąpiony;zastąpił;zastąpione;zastąpiona;zastąpiła
2922,A1,break,złamię;przerwa;przerwie;złamie;włamać
2923,A2,personality,osobowość;osobowości;osobowością;Osobowość;jaźni
2924,A1,describes,opisuje;Opisuje;opisują;opisał;opisała
2925,B1,terminal,terminalu;terminal;nieuleczalnego;nieuleczalną;śmiertelną
2926,A2,ll,Powiem;Będziemy;Zaraz;zrobię;Będzie
2927,B1,definite,definitywne;zdecydowane;określony;konkretnego;Zdecydowanie
2928,A2,voltage,napięcie;napięcia;napięciem;Napięcie;napięciu
2929,B2,beam,wiązkę;promień;wiązki;belkę;wiązką
2930,B1,vast,rozległy;rozległe;rozległym;ogromnych;ogromnej
2931,A1,bringing,przynosząc;sprowadzenie;przynosi;przyniesie;powrotem
2932,A2,sub,podwodną;podwodny;podwodnej;podwodna;podwodnego
2933,B1,informed,poinformowany;poinformował;poinformowano;poinformowana;Poinformowano
2934,A2,administrator,administratorem;administratora;zarządcą;zarządca;zarządcy
2935,A1,dollar,dolara;dolar;dollar;Dolar;dolarze
2936,A1,thanks,podziękowania;dzieki;dziękuje;dziękujemy;Wielkie
2937,B1,vary,różnią;różnić;Różnią;różny;zależą
2938,A2,ending,zakończenie;zakończeniem;zakończenia;kończąc;Szczęśliwe
2939,B1,reducing,zredukować;zmniejszenia;zmniejszenie;redukcji;redukcję
2940,B2,equity,kapitałowy;kapitał;funduszu;udziałów;kapitału
2941,A2,wisconsin,
2942,A2,end,końcem;zakończyć;Koniec;kończy;tygodnia
2943,B1,generated,wygenerowane;czynisz;wywołane;mym;zainteresowanie
2944,A2,petroleum,naftowa;naftową;wazelina;nafta;galaretki
2945,A2,soc,
2946,B2,assumption,założenie;przypuszczenie;założeniu;założeniem;założenia
2947,B1,considerations,względy;rozważania;czynników;czynniki;przywileje
2948,B2,vital,kluczowe;organy;najważniejszych;organów;niezbędne
2949,B1,separated,separacji;rozdzieleni;rozdzielone;oddzielone;Rozdzieliliśmy
2950,A2,managed,zdołał;Udało;radę;udało;uciec
2951,B1,requiring,wymagające;wymagających;nakazujące;wymagającą;wymagająca
2952,A1,snow,śnieg;śniegu;Śnieg;śniegiem;snow
2953,A1,adding,dodając;dodanie;dodaję;dodajesz;dodawać
2954,A2,automatic,automatyczne;automatyczny;automat;automatyczną;automatycznie
2955,A1,front,front;frontu;przód;przodu;domem
2956,A2,depend,polegać;zależeć;zależą;polegają;zależni
2957,B1,rising,popiołów;wschodząca;wschodzące;Wzrasta;wzrasta
2958,A2,prepare,przygotować;przygotuj;przygotujcie;przygotowanie;Przygotuję
2959,A2,ltd,
2960,A1,fishing,ryby;łowić;łowienie;rybach;wędkowanie
2961,A2,opposed,przeciwieństwie;przeciwny;przeciwna;przeciwni;przeciwieństwo
2962,A2,lie,kłamstwo;kłam;okłamuj;kłamstwem;okłamać
2963,A2,grace,wdziękiem;gracją;wdzięk;łaską;gracji
2964,A1,eggs,jajka;jajek;jajeczka;jajecznicę;jajkami
2965,B2,employers,pracodawcy;pracodawców;pracodawcą;pracodawca;pracownicy
2966,B1,emotional,emocjonalne;emocjonalny;emocjonalna;emocjonalnego;emocjonalnym
2967,B1,poverty,ubóstwa;bieda;ubóstwo;biedy;ubóstwie
2968,A2,crown,koronę;korony;korona;koronie;Korona
2969,A2,weekly,cotygodniowym;tygodniowe;Weekly;tygodniowy;tygodniową
2970,B1,accuracy,dokładność;dokładnością;dokładności;precyzją;celności
2971,A2,integration,integracji;integracja;produktu;spójności;tarć
2972,B2,axis,osi;oś;Oś;osią;obrotu
2973,A1,coffee,kawa;kawą;kawie;Kawy;Kawa
2974,A2,behaviour,zachowanie;zachowania;sprawowanie;Zachowanie;zachowaniu
2975,B1,communist,komunistą;komunista;komunistów;komunistyczne;komunistką
2976,B2,valid,nieważny;uzasadnione;aktualne;słuszna;słuszne
2977,A2,statutory,
2978,B2,liberal,liberalne;liberalny;liberałem;liberałów;liberałowie
2979,B2,partnership,partnerstwo;partnerstwa;współpraca;spółkę;spółka
2980,B2,slight,lekkie;drobna;lekką;niewielki;lekki
2981,B1,basin,miskę;dorzeczu;umywalka;misce;miednica
2982,A1,dr,Milano;Shepherd;Yang;Montgomery;Sloan
2983,A1,legs,Nogi;nóżki;nóg;rozprostować;nogach
2984,B1,rubber,gumy;gumową;guma;gumowy;gumowa
2985,A1,answers,Odpowiedzi;odpowiedzi;odpowiada;odpowiedź;zna
2986,A2,ny,
2987,B1,discrimination,dyskryminacja;dyskryminacji;Dyskryminacja;rasową;homoseksualistów
2988,A1,interview,wywiad;kwalifikacyjną;wywiadu;wywiadzie;Wywiad
2989,A1,brothers,braćmi;braciach;braciom;bracia;rodzeństwo
2990,A1,calling,powołanie;woła;wzywa;dzwonisz;Nazywasz
2991,A1,spend,spędzasz;spędzam;spędzę;spędzimy;spędzisz
2992,A2,jackson,Jacksona;Jackson;Jacksonem;Jacksonowi;Braddock
2993,A1,hole,Dziura;dołek;dziurkę;dziurą;otwór
2994,B2,integrated,zintegrowanym;integracji;połączone;ciałem;sieć
2995,A1,share,dzielimy;dzielą;dzielić;podzielić;udział
2996,A2,treasurer,skarbnikiem;skarbnika;skarbnik;Skarbnik;Okubo
2997,A1,temple,świątyni;świątynia;świątynię;świątynią;Świątynia
2998,A1,gets,dostaje;zostaje;staje;dostanie;wyjdzie
2999,B2,width,szerokość;szerokości;Szerokość;grubość;kół
3000,B1,prison,więzienny;więzienie;więzieniem;więzieniu;siedzi
3001,B1,acceptance,akceptacji;akceptację;akceptacją;targowanie;depresja
3002,B2,characteristic,charakterystyczne;charakterystyczną;cecha;cechą;charakterystyczny
3003,A1,teeth,zębami;zębach;Zęby;ząbki;ząb
3004,B1,visible,widoczne;widoczny;widocznych;widoczna;widoczni
3005,B2,thickness,grubość;grubości;gęstość;oparzenia;częściowe
3006,A1,rs,3500;łące;Erin;fotograf;Vogler
3007,A2,lewis,
3008,B2,submit,podporządkować;poddam;badaniu;poddać;wniosek
3009,A2,applies,odnosi;zastosowanie;tyczy;stosuje;Dotyczy
3010,B2,colonial,kolonialnych;kolonialnym;kolonialnej;kolonialny;kolonii
3011,B2,cable,kabel;kablówki;kablówkę;kabla;kablówka
3012,A1,payable,płatne;Dział;kont;wypłacona;Podwyższyć
3013,B2,dose,dawkę;dawka;dawki;dawce;dawką
3014,A2,tone,ton;tonem;tonu;tonie;odcień
3015,A1,plays,odgrywa;sztuk;Muzyki;zagra;bawi
3016,A2,ave,Ave;Aleja;alei;Rene;Widzieliście
3017,B1,parallel,równolegle;równoległe;równoległych;równoległy;istniejących
3018,A1,libraries,bibliotek;bibliotekach;biblioteki;gazowych;Biblioteki
3019,B1,options,opcje;opcji;rozważyć;akcje;możliwości
3020,B2,devoted,oddany;oddana;oddaną;oddanym;oddani
3021,A1,rain,deszcz;deszczu;padać;deszczem;rain
3022,B1,retail,detalicznej;detalu;handlu;terapia;handlowego
3023,B1,express,wyrazić;wyrażać;ekspres;Express;wyrażania
3024,B2,pension,emerytury;rentę;emerytura;emeryturą;emerytalny
3025,A1,elementary,podstawowej;podstawówka;podstawową;podstawowa;podstawowych
3026,A2,mg,
3027,A2,uk,
3028,A2,appropriation,wydatek;fundusze;Dotacja;sliniacy;šmierci
3029,B1,minority,mniejszości;mniejszość;Lider;narodowej;większości
3030,A1,fifteen,piętnaście;piętnastu;1500;kwadrans;Piętnaście
3031,A1,cup,kielich;puchar;kubkiem;kubku;kubka
3032,A1,feed,nakarmić;karmić;wykarmienia;nakarmię;nakarm
3033,B1,define,zdefiniować;Zdefiniuj;definiuje;określać;definiujesz
3034,B2,shift,zmianę;nocną;nocnej;nocna;zmianie
3035,A1,putting,niebezpieczeństwo;sytuacji;swoje;siebie;pod
3036,B1,unions,związki;związków;związkami;zawodowe;Związki
3037,B1,divine,boski;boska;boskie;boskiego;boskiej
3038,B2,formerly,uprzednio;niegdyś;formalnie;poprzednio;dawniej
3039,A1,loved,Kochałem;Kochałam;Kochał;Kochała;uwielbiał
3040,A1,truck,ciężarówkę;ciężarówka;ciężarówce;Ciężarówka;ciężarówką
3041,B2,pa,pa;tatko;tacie;tatę;Pa
3042,B1,huge,olbrzymi;olbrzymie;ogromna;ogromnym;ogromne
3043,A2,worse,pogorszyło;pogorszyć;pogorszy;pogarsza;gorszym
3044,B1,defence,obrona;Obrona;obronę;obronny;obroną
3045,A1,partner,partner;partnera;partnerze;partnerem;partnerka
3046,A2,screen,ekran;ekranie;ekranu;ekranem;toksyn
3047,A2,liberty,Pozwoliłem;Pozwoliłam;upoważniony;swobody;Wolności
3048,A2,hydrogen,wodór;wodorem;wodorową;wodorowe;wodorowej
3049,A1,dropped,upuścił;Upuściłeś;Upuściłem;Upuściłam;upuściłem
3050,A2,scott,
3051,B2,physician,medyka;medyk;medykiem;Lekarz;lekarz
3052,B1,deposit,depozyt;depozytu;zaliczkę;wpłaty;wpłacić
3053,A1,horses,konie;koni;końmi;koniach;Konie
3054,B2,cooperative,współpracy;współpracował;skory;chętny;współpracuje
3055,B2,fighting,Walczymy;kłócimy;walczę;walcząc;walczysz
3056,B1,protected,chroniony;chronione;chroniona;chronieni;ochronił
3057,A2,waves,fale;fal;Fale;falami;falach
3058,B2,execution,egzekucji;egzekucję;egzekucja;egzekucją;Egzekucja
3059,A2,marks,marek;hamowania;Ślady;nadgarstkach;ciągnięcia
3060,B1,fit,zmieści;wpasować;zmieścić;pasuję;pasujesz
3061,B1,weapons,bronie;uzbrojenie;uzbrojenia;Odłóżcie;Broń
3062,A2,colorado,
3063,B2,implications,implikacje;konsekwencje;konsekwencji;Konsekwencje;następstwa
3064,B2,identical,identyczne;identyczny;identyczna;identycznie;identyczni
3065,B1,satisfaction,satysfakcji;satysfakcję;satysfakcja;satysfakcją;zadowolenia
3066,A2,appellant,
3067,B1,irish,
3068,A1,statutes,statutów;statutu;statut;nakazów;przykazań
3069,A2,duration,trwania;długość;pobytu;procesu;okres
3070,B1,associate,współpracownik;współpracownikiem;wspólnik;współpracownika;wspólniczka
3071,A2,abroad,granicą;granicę;zagranicy;zagranicą;granicą.
3072,A2,mechanisms,mechanizmów;mechanizm;radzenia;Mechanizm;zamków
3073,B1,exact,dokładną;dokładnej;dokładna;dokładnym;dokładny
3074,A2,molecular,molekularnej;molekularną;molekularna;molekularne;strukturę
3075,A2,reflected,odbite;odzwierciedlenie;odbijało;odbija;odbity
3076,A1,trained,szkoleni;wyszkolony;wyszkoleni;Trenowałem;szkolono
3077,B1,strategic,strategiczne;strategicznych;strategiczny;strategicznego;strategicznym
3078,B2,considerably,znacząco;poszukiwań;znacznie;zdecydowanie;wartość
3079,B2,jews,
3080,B1,threat,groźba;zagrożeniem;groźbę;Zagrożenie;groźbą
3081,A2,challenge,wyzwanie;wyzwania;wyzwaniem;wyzwaniu;wyzwać
3082,B2,consciousness,przytomność;świadomość;świadomości;przytomności;odzyskał
3083,A2,spectrum,spektrum;widma;widmo;widmie;pasma
3084,B1,soils,glebach;gleba;odżywcze;gruntu;wyciągane
3085,B1,taxation,
3086,B1,tank,czołg;czołgu;zbiornik;zbiorniku;zbiornika
3087,A2,judicial,sędziowską;sądowe;sędziowskiej;sądowego;sądowych
3088,B2,supervision,nadzorem;nadzoru;nadzór;dorosłego;dorosłych
3089,A2,municipal,miejskim;miejskich;miejskiego;miejskimi;miejskie
3090,B1,inquiry,zapytanie;dochodzeniu;dochodzenia;komisji;przesłuchanie
3091,B1,heaven,heaven;Nieba;niebiosa;niebem;niebios
3092,A1,bird,ptak;ptaka;ptakiem;ptaszek;Ptak
3093,A2,nitrogen,azotu;azot;ciekły;płynnym;fosforu
3094,A2,fail,zawiedziesz;zawiodę;zawiedziemy;zawiodą;oblać
3095,A2,comparative,porównanie;zaprzyjaźnieni;analizę;Wejdziemy;analiz
3096,B1,guidance,przewodnictwa;przewodnictwo;naprowadzania;przewodnika;poradę
3097,A1,begun,rozpoczęło;rozpoczęły;rozpoczęła;Zaczęło;rozpoczął
3098,A2,subsequently,rezultacie;Następnie;kolei;następnie;Później
3099,B1,australian,
3100,A2,jewish,
3101,A1,drink,drink;pij;Napijmy;napij;piją
3102,A2,forming,formuje;formują;Tworzy;tworząc;Tworzymy
3103,A2,absorption,absorpcji;absorpcję;wchłanianie;pochłaniania;absorpcja
3104,A2,empty,pusty;puste;pusta;pustych;pustego
3105,B1,trend,trend;trendem;tendencja;trendach;tendencję
3106,A1,grass,trawy;trawa;trawę;trawie;trawą
3107,B1,concentrations,
3108,A2,du,du;Cirque;Soleil;Du;Bois
3109,B1,intermediate,pośredni;pośredniej;zaawansowany;grupami;zaawansowanym
3110,B1,absolutely,absolutnie;absolutną;całkowitą;Absolutnie;kompletnie
3111,A2,encourage,zachęcać;zachęcić;zachęcaj;zachęcam;Zachęcam
3112,B1,trends,
3113,A2,walter,
3114,B1,reserved,zarezerwowane;zarezerwowany;zarezerwowana;Zarezerwowałem;Zarezerwowałam
3115,A2,commitment,zobowiązanie;zaangażowanie;zaangażowania;zobowiązania;zaangażowaniu
3116,A1,kill,zabijaj;Zabije;zabij;zabijemy;zabicia
3117,B2,sound,Brzmisz;brzmisz;dźwięku;odgłos;zabrzmieć
3118,A1,younger,młodszy;młodsza;młodziej;młodsze;młodsi
3119,B2,striking,uderzające;Uderzające;Podobieństwo;uderzając;podobieństwo
3120,B1,breath,oddechu;oddechem;tchu;dech;tchnienie
3121,B2,priority,priorytetem;priorytet;pierwszeństwo;priorytetowa;Priorytetem
3122,A2,missouri,
3123,A2,circulation,krążenie;obiegu;nakład;krążenia;obieg
3124,A2,timber,drewno;belki;drwali;desek;drewnie
3125,B2,completion,ukończenia;ukończenie;ukończeniu;ukończeniem;zakończeniem
3126,B1,involve,angażować;dotyczą;zaangażować;mieszaj;obejmuje
3127,B1,contribute,wkład;przyczynić;dołożyć;wnieść;udział
3128,A2,smooth,gładko;gładkie;gładka;gładki;załagodzić
3129,B1,typically,typowo;typowy;typowa;typowe;przeważnie
3130,B2,edited,zmontowane;edycji;zmontował;wyciął;wycięte
3131,A1,hospitals,szpitali;szpitale;szpitalach;Szpitale;szkół
3132,A2,ct,
3133,A2,plasma,plazmy;plazma;osocza;osocze;plazmową
3134,B1,depression,depresję;depresji;depresja;Depresja;niepokój
3135,A2,feeding,karmienie;karmienia;karmi;karmisz;karmiąc
3136,B1,frequent,częste;częstsze;częstym;częstych;częsty
3137,A1,bought,Kupiłem;Kupiłeś;Kupiłam;Kupił;Kupiliśmy
3138,B1,recording,nagrywa;nagrywanie;nagrywania;nagrywamy;Nagranie
3139,B2,adoption,adopcji;adopcję;adopcja;adopcyjne;adopcyjnych
3140,A2,hereby,niniejszym;Niniejszym;mianuję;skazuję;zostajesz
3141,B2,quoted,cytował;zacytował;cytowany;zacytowałeś;cytuje
3142,A2,sodium,sodu;chlorku;potasu;sodowy;sodium
3143,A2,delay,opóźnienie;opóźnić;opóźnienia;opóźni;opóźniać
3144,B2,commonwealth,Federacji;Federacja;Wspólnoty;federacji;Wspólnota
3145,A2,domain,domena;domeną;włości;dziedzinie;królestwie
3146,B2,effectiveness,skuteczność;efektywność;efektywności;skuteczności;Skuteczność
3147,A1,yes,owszem;Owszem;Ach;brzmi;oczywiście
3148,A1,wear,noszą;noszę;ubrać;założę;włożyć
3149,B1,rendered,przytomności;wyświadczone;oddane;przytomność;wykonane
3150,B1,restricted,ograniczony;Dostęp;zastrzeżone;zastrzeżona;ograniczone
3151,B2,intent,zamiarem;intencji;intencją;dystrybucji;zamiary
3152,A1,dance,zatańczyć;Zatańczmy;tańczyć;Zatańczymy;tańcz
3153,A2,alexander,Alexander;alexander;Alexandra;Aleksander;Aleksandra
3154,A2,golden,złoty;złotym;złotego;złote;golden
3155,B1,extending,przedłużenie;rozciągające;przedłużenia;rozszerza;rozciąga
3156,A1,tv,telewizorze;telewizora;telewizor;telewizyjny;telewizorem
3157,B2,deemed,uznane;Uznano;uznano;uznana;uznany
3158,B1,classical,klasyczną;klasycznej;klasyczna;klasyczny;klasycznego
3159,A2,entrance,wejście;wejściu;Wejście;wejścia;wjeździe
3160,A2,judges,sędziów;sędziowie;Sędziowie;sędziami;sędziom
3161,A2,unusual,niezwykłego;niezwykłe;nietypowe;nietypowego;niespotykane
3162,A1,kitchen,kuchni;kuchnia;kuchnię;Kuchnia;kuchenne
3163,B2,suffering,cierpieniem;cierpieniu;Cierpi;cierpień;cierpią
3164,A2,optical,optyczne;złudzenie;optycznego;optyczna;optyczną
3165,B1,destruction,zniszczenie;zniszczenia;destrukcji;destrukcja;destrukcję
3166,A1,check,czeku;Sprawdzimy;sprawdzimy;sprawdzać;czek
3167,A2,fault,niczyja;winą;czyja;przeze;winy
3168,A2,compare,porównać;porównywać;porównuj;porównania;porównujesz
3169,A1,enjoy,nacieszyć;ciesz;Ciesz;cieszyć;podobało
3170,B1,beneath,pode;stopami;godności;poniżej;miastem
3171,A2,refers,odnosi;Odnosi;nawiązuje;określa;zwraca
3172,A2,architecture,architektury;architektura;architekturę;architekturze;struktury
3173,A1,underlying,Podstawowa;ukrytej;ukryta;podstawowe;podstaw
3174,B1,classified,zastrzeżone;tajnymi;poufna;tajne;tajna
3175,A1,colour,kolor;koloru;Kolor;kolorze;barwę
3176,A2,establishing,ustanowienia;ustanowienie;ustalam;ustalenie;ustanowić
3177,B2,restrictions,ograniczenia;ograniczeń;restrykcje;restrykcji;ograniczeniami
3178,B2,dimensions,wymiary;wymiarów;wymiarach;wymiarami;równoległych
3179,A1,shoulder,ramię;ramieniu;bark;barku;Ramię
3180,A2,wise,rozsądne;mądre;mądrze;mędrców;mędrzec
3181,A2,lying,Kłamiesz;Kłamie;kłamie;kłamię;okłamujesz
3182,B1,digital,cyfrowy;cyfrowej;zegarek;ślad;śladów
3183,A2,metals,metale;metali;szlachetnych;ziem;metalem
3184,B2,dna,
3185,B1,financing,finansuje;finansowanie;finansuję;finansował;finansują
3186,A2,tasks,zadań;zadania;zadaniach;zadaniami;czynności
3187,A1,indiana,
3188,B1,analyses,
3189,A1,row,rzędu;rzędzie;wiosłuj;row;wiosłować
3190,A2,arguments,argumenty;argumentów;kłótnie;argumentami;przekonujące
3191,B1,address,adres;adresu;Adres;adresem;IP
3192,A2,offering,Oferuję;oferuję;oferujesz;Oferujesz;oferuje
3193,B1,volumes,tomów;tomy;tomach;tom;poezji
3194,A2,georgia,
3195,B1,trading,akcjami;handlową;handlowy;handlowych;handlowej
3196,A2,pretty,ładny;ładna;ładne;ładnie;Całkiem
3197,A1,sky,sky;Niebo;niebem;błękitne;niebo
3198,A1,telling,Mówisz;mówiłem;mówią;Mówię;mówiąc
3199,B2,official,oficjalne;oficjalny;oficjalna;oficjalnym;oficjalnego
3200,A2,destroyed,zniszczony;zniszczone;zniszczona;zniszczeni;zniszczono
3201,A1,cook,gotować;kucharzem;ugotować;kucharką;kucharz
3202,B1,proceed,postępować;zaczynać;kontynuować;ostrożnie;udać
3203,B1,exclusive,wyłączność;ekskluzywne;ekskluzywny;wykluczają;wyłączności
3204,A2,minnesota,
3205,B1,strain,szczep;szczepu;odmiana;Szczep;odmianę
3206,A2,allowing,pozwalając;pozwalasz;pozwoliłeś;pozwalają;zgodę
3207,B1,fellow,drodzy;koledzy;kolegów;kolega;kolego
3208,A2,liable,zobowiązany;odpowiedzialni;odpowiedzialna;odpowiedzialności;odpowiedzialność
