external_id,type,front_text,back_text,tf_answer,explanation
js_theory_291_self_safe_json_parse,self_assess,"Wyjaśnij, dlaczego `JSON.parse()` dla niepewnych danych warto obsłużyć przez `try...catch`.",,,Niepoprawny tekst JSON powoduje wyjątek. `try...catch` pozwala obsłużyć uszkodzone albo nieoczekiwane dane bez wywracania całego programu.
js_theory_292_self_localstorage_vs_sessionstorage,self_assess,Wyjaśnij różnicę między `localStorage` a `sessionStorage`.,,,"`localStorage` przechowuje dane dłużej, zwykle po zamknięciu przeglądarki. `sessionStorage` jest powiązane z daną sesją/kartą przeglądarki."
js_theory_293_self_event_delegation,self_assess,"Wyjaśnij, czym jest event delegation.",,,Event delegation polega na obsłudze zdarzeń na elemencie nadrzędnym zamiast dodawania listenera do każdego dziecka. Wykorzystuje propagację zdarzeń.
js_theory_294_self_preventdefault_vs_stoppropagation,self_assess,Wyjaśnij różnicę między `preventDefault()` a `stopPropagation()`.,,,"`preventDefault()` blokuje domyślną akcję, np. przeładowanie formularza. `stopPropagation()` zatrzymuje przechodzenie zdarzenia do kolejnych elementów."
js_theory_295_self_capturing_vs_bubbling,self_assess,Wyjaśnij różnicę między fazą capturing a bubbling w zdarzeniach DOM.,,,Capturing idzie od elementów nadrzędnych w stronę celu zdarzenia. Bubbling idzie od elementu docelowego z powrotem ku rodzicom.
js_theory_296_self_debounce,self_assess,"Wyjaśnij, czym jest debounce i kiedy się przydaje.",,,"Debounce opóźnia wykonanie funkcji do momentu, aż zdarzenia przestaną szybko napływać. Przydaje się np. przy wyszukiwaniu podczas pisania."
js_theory_297_self_throttle,self_assess,"Wyjaśnij, czym jest throttle i kiedy się przydaje.",,,"Throttle ogranicza częstotliwość wykonywania funkcji, np. maksymalnie raz na określony czas. Przydaje się przy scrollu, resize albo ruchu myszy."
js_theory_298_self_memory_leak,self_assess,"Wyjaśnij, czym jest memory leak w aplikacji JavaScript.",,,"Memory leak powstaje, gdy program niepotrzebnie nadal trzyma referencje do danych, które powinny być już usunięte przez garbage collector."
js_theory_299_self_remove_event_listeners,self_assess,"Wyjaśnij, dlaczego czasem trzeba usuwać niepotrzebne event listenery.",,,"Nieusunięte listenery mogą dalej reagować na zdarzenia i trzymać referencje do danych lub elementów, co może powodować błędy i wycieki pamięci."
js_theory_300_self_dynamic_import_use_case,self_assess,"Wyjaśnij, kiedy może przydać się dynamiczne `import()`.",,,"Dynamiczne `import()` przydaje się, gdy moduł ma być załadowany dopiero w określonym momencie, np. po kliknięciu, wejściu na stronę albo spełnieniu warunku."
