external_id,type,front_text,back_text,tf_answer,explanation
react_extra_self_lazy_default_export,self_assess,"Wyjaśnij, dlaczego przy `React.lazy()` istotny jest eksport domyślny komponentu.",,,"`lazy()` oczekuje Promise, który rozwiąże się do modułu z polem `default`. Gdy komponent jest eksportem nazwanym, trzeba przygotować import tak, aby wskazać go jako `default`."
react_extra_self_memo_custom_compare_risk,self_assess,Wyjaśnij ryzyko napisania błędnej funkcji porównującej propsy dla `memo`.,,,Zbyt luźne porównanie może pominąć render mimo realnej zmiany danych. Zbyt kosztowne porównanie może być wolniejsze niż sam render komponentu.
react_extra_self_usememo_not_correctness,self_assess,"Wyjaśnij, dlaczego `useMemo` nie powinien być wymagany do poprawności działania komponentu.",,,Memoizacja może zostać przeliczona ponownie i jest narzędziem wydajnościowym. Logika komponentu powinna dawać poprawny wynik także bez niej.
react_extra_self_usecallback_dependency,self_assess,"Wyjaśnij, jak zależności wpływają na funkcję zwracaną przez `useCallback`.",,,"Jeśli zależności się nie zmieniają, React może zwrócić tę samą referencję funkcji. Gdy zależność się zmieni, trzeba utworzyć nową funkcję z aktualnymi wartościami."
react_extra_self_usedebugvalue_custom_hook,self_assess,"Wyjaśnij, kiedy warto dodać `useDebugValue()` do własnego hooka.",,,"Ma to sens przy hookach wielokrotnego użytku, których stan trudno odczytać w DevTools. Dla prostych hooków często byłby to zbędny szum."
react_extra_self_useoptimistic_example,self_assess,Opisz przykład użycia `useOptimistic()` w interfejsie użytkownika.,,,"Przykład: po kliknięciu „Wyślij komentarz” komentarz pojawia się od razu jako tymczasowy. Jeśli request się uda, zostaje potwierdzony; jeśli nie, UI może go cofnąć lub oznaczyć błąd."
react_extra_self_useactionstate_form,self_assess,"Wyjaśnij, jak `useActionState()` może pomóc przy formularzu z komunikatem błędu.",,,"Akcja formularza może zwrócić nowy stan, np. tekst błędu. Komponent odczytuje ten stan i flagę oczekiwania, dzięki czemu łatwiej zablokować przycisk lub pokazać feedback."
react_extra_self_use_api_rules,self_assess,"Wyjaśnij, czym API `use()` różni się od klasycznych hooków pod względem reguł wywołania.",,,"`use()` może być wywoływane w warunkach i pętlach, ale nadal tylko wewnątrz komponentu lub hooka. Nie jest zwykłą funkcją pomocniczą i ma własne ograniczenia, np. nie należy wywoływać go w `try/catch`. Klasyczne hooki muszą trzymać stałą kolejność wywołań."
react_extra_self_usereducer_action_design,self_assess,"Opisz, jak zaprojektować prostą akcję dla `useReducer`.",,,"Typowa akcja ma `type`, np. `""increment""`, oraz opcjonalne dane, np. `payload`. Reducer na podstawie `type` wybiera sposób obliczenia kolejnego stanu."
react_extra_self_usereducer_dispatch_flow,self_assess,Wyjaśnij przepływ danych od `dispatch(action)` do nowego renderu komponentu.,,,`dispatch` przekazuje akcję do reducera. Reducer oblicza następny stan. React zapisuje ten stan i wykonuje kolejny render z aktualną wartością.
react_extra_self_reducer_purity,self_assess,"Wyjaśnij, dlaczego reducer powinien być czystą funkcją.",,,Czysty reducer łatwiej testować i przewidywać. Dla tych samych argumentów powinien zwracać ten sam wynik i nie wykonywać efektów ubocznych.
react_extra_self_reducer_lazy_init,self_assess,"Wyjaśnij, po co w `useReducer` stosuje się leniwą inicjalizację stanu.",,,"Leniwa inicjalizacja pomaga uniknąć kosztownych obliczeń przy każdym renderze i pozwala wyliczyć stan początkowy tylko wtedy, gdy jest potrzebny na starcie."
react_extra_self_root_lifecycle,self_assess,Wyjaśnij różnicę między `root.render()` a `root.unmount()`.,,,`root.render()` renderuje lub aktualizuje drzewo React w kontenerze. `root.unmount()` usuwa to drzewo i uruchamia sprzątanie komponentów.
react_extra_self_portal_dom_vs_react_tree,self_assess,Wyjaśnij różnicę między fizycznym miejscem portalu w DOM a jego miejscem w drzewie React.,,,"Portal może fizycznie trafić do innego węzła DOM, ale logicznie nadal należy do swojego miejsca w drzewie React. To wpływa m.in. na kontekst i propagację zdarzeń."
react_extra_self_profiler_basic_reading,self_assess,"Wyjaśnij, co można analizować za pomocą `<Profiler>` podczas pracy nad wydajnością.",,,"`Profiler` może dostarczyć informacje o kosztach renderowania danego poddrzewa. Pomaga wykryć, które fragmenty UI renderują się często lub drogo."
react_extra_self_capture_events,self_assess,Wyjaśnij różnicę między `onClick` a `onClickCapture`.,,,"`onClickCapture` działa w fazie przechwytywania, zanim zdarzenie dotrze do celu. `onClick` działa w standardowej fazie bąbelkowania."
react_extra_self_prevent_default_return_false,self_assess,"Wyjaśnij, dlaczego w React nie należy polegać na `return false` do zatrzymania formularza.",,,"React oczekuje jawnego `event.preventDefault()`. `return false` może wyglądać znajomo z innych bibliotek, ale w React nie jest właściwym sposobem blokowania domyślnej akcji."
react_extra_self_textarea_controlled,self_assess,"Opisz, jak zrobić kontrolowany `<textarea>` w React.",,,"Trzymasz tekst w stanie, przekazujesz go do `value`, a w `onChange` aktualizujesz stan przez `event.target.value`."
react_extra_self_select_multiple_state,self_assess,Opisz prosty sposób przechowywania wartości dla kontrolowanego `<select multiple>`.,,,Najczęściej trzyma się tablicę wybranych wartości. W handlerze `onChange` można odczytać zaznaczone opcje i zapisać ich `value` w stanie.
react_extra_self_dangerously_html_security,self_assess,"Wyjaśnij, dlaczego `dangerouslySetInnerHTML` jest potencjalnie ryzykowne.",,,"Wstawia surowy HTML, więc niezaufane dane mogą prowadzić do XSS. Dane powinny pochodzić z zaufanego źródła albo być poprawnie sanityzowane."
react_extra_self_hydration_warning_escape_hatch,self_assess,"Wyjaśnij, kiedy `suppressHydrationWarning` może być uzasadnione.",,,"Może być awaryjnie użyte przy małych, świadomych różnicach między serwerem i klientem, np. znacznik czasu. Nie powinno maskować zwykłych błędów hydratacji."
react_extra_self_state_preserved_position,self_assess,"Wyjaśnij, dlaczego React czasem zachowuje stan komponentu mimo ponownego renderu rodzica.",,,"Stan jest powiązany z pozycją komponentu w drzewie. Jeśli komponent tego samego typu zostaje w tym samym miejscu, React zwykle zachowuje jego stan."
react_extra_self_key_reset_state,self_assess,"Wyjaśnij, jak `key` może posłużyć do celowego resetowania stanu komponentu.",,,"Zmiana `key` sprawia, że React traktuje element jako nową instancję. To może zresetować lokalny stan, np. po zmianie wybranego użytkownika w formularzu."
react_extra_self_component_type_reset,self_assess,"Wyjaśnij, jak zmiana typu komponentu w tym samym miejscu drzewa wpływa na stan.",,,"Jeśli w tym samym miejscu drzewa pojawi się inny typ komponentu, React zwykle odmontuje poprzedni i zamontuje nowy, więc lokalny stan zostanie utracony."
